Date,Open,High,Low,Close,Adj Close,Volume,location_id,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,reff_mean,reff_lower,reff_upper,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_hospitalizations,cumulative_deaths_unscaled,daily_deaths_unscaled,daily_cases,population,mobility_mean,mobility_obs,testing_mean,testing_lower,testing_upper,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization,aged_65_older,aged_70_older,cardiovasc_death_rate,continent,diabetes_prevalence,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,extreme_poverty,female_smokers,gdp_per_capita,handwashing_facilities,hosp_patients,hosp_patients_per_million,hospital_beds_per_thousand,human_development_index,icu_patients,icu_patients_per_million,iso_code,life_expectancy,location,male_smokers,median_age,new_cases,new_cases_per_million,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths,new_deaths_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,people_vaccinated,people_vaccinated_per_hundred,population_density,positive_rate,reproduction_rate,stringency_index,tests_per_case,tests_units,total_boosters,total_boosters_per_hundred,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,total_vaccinations_per_hundred,weekly_hosp_admissions,weekly_hosp_admissions_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million
2021-11-25,6694.957031,6751.001953,6694.796875,6699.346191,6699.346191,215655400,11,reference,Indonesia,9080.51,12579.59,4435.9,622766.5,411164.04,907373.26,153889222.52,106478535.21,196509141.58,45.82,30.26,66.75,10.58,10.58,10.58,143778.99,143777.41,143781.01,364.17,364.17,364.17,0.84,0.72,0.99,622780.48,69.3,4254815.0,,143782.0,16.0,372.0,259465835.493022,-7.8674,1,39.193,39.193,39.193,0,1.001,0,0.6978,1,136939728.872423,87758728.476923,73764360.4913384,1121.74,1976.78,641.86,228.11,401.98,130.52,137.8,269.1,70.59,224864.0,7085.0,0.0034,0.0321,0.0116,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,372.0,1.346,352.857,1.277,16.0,0.058,10.429,0.038,662737.0,0.24,199759.0,0.723,183517.0,0.664,1691875.0,1511114.0,5468.0,92274562.0,33.39,136713147.0,49.47,145.725,0.0019,0.93,60.65,520.1,people tested,,,4254815.0,15395.815,143782.0,520.267,35573977.0,128.722,228987709.0,82.86,,,,
2021-11-26,6688.568848,6691.711914,6544.895996,6561.553223,6561.553223,242523500,11,reference,Indonesia,8754.12,12315.24,4302.97,622811.08,411193.48,907438.2,153897976.64,106483512.45,196519871.19,44.58,29.44,64.94,10.29,10.29,10.3,143789.28,143787.7,143791.31,359.89,359.89,359.89,0.84,0.72,0.98,622841.12,60.64,4255268.0,,143796.0,14.0,453.0,259465835.493022,-7.6609,1,39.2364,39.2364,39.2364,0,1.0003,0,0.6973,1,137731785.872423,88375711.8384616,74249202.6961171,1117.4,1978.0,635.59,226.3,400.6,128.72,135.78,263.85,65.07,224864.0,7085.0,0.0034,0.0317,0.0114,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,453.0,1.639,366.143,1.325,14.0,0.051,11.714,0.042,586165.0,0.212,187293.0,0.678,184017.0,0.666,1622524.0,1321152.0,4781.0,93105029.0,33.69,137505204.0,49.76,145.725,0.002,0.94,60.65,502.6,people tested,,,4255268.0,15397.454,143796.0,520.318,35761270.0,129.4,230610233.0,83.45,,,,
2021-11-29,6552.803223,6617.287109,6487.748047,6608.290039,6608.290039,0,11,reference,Indonesia,7778.42,11253.32,3988.46,622948.85,411284.47,907638.89,153922320.34,106497812.06,196549673.62,43.96,29.04,64.04,10.15,10.15,10.15,143821.09,143819.5,143823.12,316.24,316.24,316.24,0.79,0.73,0.92,622940.75,47.65,4256112.0,,143819.0,11.0,176.0,259465835.493022,-6.9615,1,39.3667,39.3667,39.3667,0,0.9972,0,0.6969,1,139135443.872423,90226661.9230768,75649895.0652692,1095.97,1953.02,624.77,220.46,392.86,125.67,125.78,253.21,64.59,224864.0,7085.0,0.0035,0.0289,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,176.0,0.637,359.143,1.3,11.0,0.04,10.714,0.039,613532.0,0.222,176381.0,0.638,186583.0,0.675,794554.0,1374788.0,4975.0,94755660.0,34.29,138908862.0,50.26,145.725,0.0019,0.83,60.65,519.5,people tested,,,4256112.0,15400.508,143819.0,520.401,36285966.0,131.299,233664522.0,84.55,,,,
2021-11-30,6605.796875,6647.477051,6533.932129,6533.932129,6533.932129,216798600,11,reference,Indonesia,7520.85,10807.44,3862.24,622989.1,411311.05,907697.52,153929841.2,106502337.21,196559139.91,40.25,26.58,58.63,9.29,9.29,9.3,143830.38,143828.79,143832.42,297.03,297.03,297.03,0.78,0.73,0.84,622988.39,47.65,4256409.0,,143830.0,11.0,297.0,259465835.493022,-6.7257,1,39.4101,39.4101,39.4101,0,0.996,0,0.6973,1,139592019.872423,90843645.2846154,76131865.9732657,1085.39,1928.71,623.92,218.61,388.46,125.66,121.31,237.11,62.81,224864.0,7085.0,0.0033,0.0279,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,297.0,1.075,345.286,1.249,11.0,0.04,11.0,0.04,564054.0,0.204,200899.0,0.727,187580.0,0.679,1174784.0,1313494.0,4753.0,95473868.0,34.55,139365438.0,50.43,145.725,0.0018,0.8,60.65,543.3,people tested,,,4256409.0,15401.583,143830.0,520.441,36486865.0,132.026,234839306.0,84.98,,,,
2021-12-01,6544.51709,6593.074219,6494.49707,6507.676758,6507.676758,195068500,11,reference,Indonesia,7347.64,10310.42,3764.61,623025.64,411335.19,907750.74,153937188.83,106506571.92,196568291.15,36.54,24.13,53.22,8.44,8.43,8.44,143838.81,143837.22,143840.86,270.89,270.89,270.89,0.78,0.72,0.87,623031.71,43.31,4256687.0,,143840.0,10.0,278.0,259465835.493022,-6.4958,1,39.4536,39.4536,39.4536,0,0.9948,0,0.6976,1,140431627.872423,91460628.6461537,76697475.9025087,1070.03,1894.41,621.7,215.6,381.7,125.26,116.42,227.64,59.93,224864.0,7085.0,0.003,0.0264,0.0108,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,278.0,1.006,320.571,1.16,10.0,0.036,10.571,0.038,589171.0,0.213,199375.0,0.721,187432.0,0.678,1885086.0,1346937.0,4874.0,96519346.0,34.92,140205046.0,50.73,145.725,0.0017,0.78,60.65,584.7,people tested,,,4256687.0,15402.589,143840.0,520.477,36686240.0,132.747,236724392.0,85.66,,,,
2021-12-02,6517.338867,6586.895996,6484.578125,6583.819824,6583.819824,210837500,11,reference,Indonesia,7206.28,9893.68,3635.66,623061.25,411358.71,907802.61,153944395.12,106510636.17,196576963.58,35.61,23.52,51.87,8.22,8.22,8.22,143847.04,143845.44,143849.08,254.74,254.74,254.74,0.78,0.73,0.89,623075.02,43.31,4256998.0,,143850.0,10.0,311.0,259465835.493022,-6.2786,1,39.497,39.497,39.497,0,0.9935,0,0.6979,1,141111810.872423,92077612.0076923,76877192.1544028,1054.31,1865.78,619.92,211.67,374.58,124.46,114.4,229.04,57.64,224864.0,7085.0,0.003,0.0257,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,311.0,1.125,311.857,1.128,10.0,0.036,9.714,0.035,596012.0,0.216,199658.0,0.722,187417.0,0.678,1479486.0,1316596.0,4764.0,97318649.0,35.21,140885229.0,50.98,145.725,0.0017,0.78,60.65,601.0,people tested,,,4256998.0,15403.714,143850.0,520.513,36885898.0,133.47,238203878.0,86.19,,,,
2021-12-03,6588.01416,6600.165039,6536.907227,6538.505859,6538.505859,172625500,11,reference,Indonesia,7065.69,9619.64,3561.56,623097.16,411382.43,907854.93,153951460.8,106514605.76,196585451.14,35.92,23.72,52.32,8.29,8.29,8.3,143855.33,143853.73,143857.38,246.6,246.6,246.6,0.8,0.71,0.92,623109.67,34.65,4257243.0,,143858.0,8.0,245.0,259465835.493022,-6.0785,1,39.5404,39.5404,39.5404,0,0.9929,0,0.6977,1,141729673.872423,92694595.3692309,77541511.4504845,1040.71,1844.29,618.42,208.02,368.64,123.61,113.78,232.1,56.43,224864.0,7085.0,0.0031,0.0254,0.0111,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,245.0,0.887,282.143,1.021,8.0,0.029,8.857,0.032,571127.0,0.207,194099.0,0.702,188390.0,0.682,1346048.0,1277099.0,4621.0,98046834.0,35.48,141503092.0,51.2,145.725,0.0015,0.76,60.65,667.7,people tested,,,4257243.0,15404.601,143858.0,520.542,37079997.0,134.172,239549926.0,86.68,,,,
2021-12-06,6552.815918,6585.263184,6525.984863,6547.116211,6547.116211,180052400,11,reference,Indonesia,6477.74,9567.51,3515.26,623217.61,411461.98,908030.38,153971542.37,106525495.85,196609797.18,42.42,28.01,61.79,9.79,9.79,9.8,143883.14,143881.53,143885.2,229.67,229.67,229.67,0.82,0.66,0.98,623187.64,38.98,4257815.0,,143876.0,9.0,130.0,259465835.493022,-5.5003,1,39.6707,39.6707,39.6707,0,0.9901,0,0.6958,1,142927521.872423,94545545.453846,78734242.9278184,993.3,1751.77,585.47,196.94,347.32,116.08,107.01,218.06,53.17,224864.0,7085.0,0.0038,0.025,0.011,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,130.0,0.47,243.286,0.88,9.0,0.033,8.143,0.029,541725.0,0.196,200460.0,0.725,192784.0,0.698,484584.0,1180284.0,4271.0,99225572.0,35.9,142700940.0,51.64,145.725,0.0013,0.79,60.65,792.4,people tested,,,4257815.0,15406.67,143876.0,520.607,37635452.0,136.182,241926512.0,87.54,,,,
2021-12-07,6575.976074,6608.633789,6573.109863,6602.568848,6602.568848,212352000,11,reference,Indonesia,6173.67,9138.96,3522.82,623258.78,411489.18,908090.36,153977716.04,106529115.07,196617559.83,41.18,27.2,59.98,9.51,9.5,9.51,143892.64,143891.04,143894.71,219.39,219.39,219.39,0.81,0.65,1.02,623261.27,73.63,4258076.0,,143893.0,17.0,261.0,259465835.493022,-5.2565,1,39.7142,39.7142,39.7142,0,0.9889,0,0.6946,1,143517933.872423,95162528.8153846,79367936.9308584,969.52,1712.99,566.98,192.47,340.07,112.56,103.36,211.66,51.18,224864.0,7085.0,0.0037,0.0245,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,261.0,0.944,238.143,0.862,17.0,0.062,9.0,0.033,560845.0,0.203,281032.0,1.017,204231.0,0.739,1190284.0,1182499.0,4279.0,99825444.0,36.12,143291352.0,51.85,145.725,0.0012,0.8,63.43,857.6,people tested,,,4258076.0,15407.615,143893.0,520.669,37916484.0,137.199,243116796.0,87.97,,,,
2021-12-08,6618.754883,6632.940918,6584.969238,6603.797852,6603.797852,216901600,11,reference,Indonesia,6389.24,9493.25,3815.87,623299.34,411515.96,908149.44,153984105.28,106533056.3,196625960.41,40.56,26.79,59.08,9.36,9.36,9.37,143902.01,143900.4,143904.08,214.32,214.32,214.32,0.87,0.69,1.06,623330.57,69.3,4258340.0,,143909.0,16.0,264.0,259465835.493022,-4.9692,1,39.7575,39.7575,39.7575,0,0.9878,0,0.6929,1,144020623.872423,95779512.1769231,79911035.2840521,944.8,1672.97,547.37,187.97,332.84,108.9,100.15,205.75,49.65,224864.0,7085.0,0.0036,0.0246,0.0108,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,264.0,0.955,236.143,0.854,16.0,0.058,9.857,0.036,512714.0,0.186,282985.0,1.024,216176.0,0.782,1136518.0,1075560.0,3892.0,100459272.0,36.35,143794042.0,52.03,145.725,0.0011,0.8,63.43,915.4,people tested,,,4258340.0,15408.57,143909.0,520.727,38199469.0,138.223,244253314.0,88.38,,,,
2021-12-09,6617.132813,6643.932129,6602.876953,6643.932129,6643.932129,240218200,11,reference,Indonesia,6697.32,9874.07,3872.14,623341.14,411543.57,908210.33,153990802.6,106537264.66,196635001.17,41.8,27.61,60.89,9.65,9.65,9.65,143911.66,143910.05,143913.73,210.67,210.67,210.67,0.93,0.71,1.17,623369.56,38.98,4258560.0,,143918.0,9.0,220.0,259465835.493022,-4.6508,1,39.8007,39.8007,39.8007,0,0.9867,0,0.6909,1,144672905.872423,96396495.5384616,80413696.2884588,917.15,1623.0,527.16,182.98,323.8,105.17,95.99,197.23,47.66,224864.0,7085.0,0.0037,0.025,0.0107,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,220.0,0.796,223.143,0.807,9.0,0.033,9.714,0.035,508728.0,0.184,267119.0,0.967,225813.0,0.817,1342519.0,1055994.0,3821.0,101149509.0,36.6,144446324.0,52.27,145.725,0.001,0.79,63.43,1012.0,people tested,,,4258560.0,15409.366,143918.0,520.759,38466588.0,139.189,245595833.0,88.87,,,,
2021-12-10,6618.686035,6652.921875,6605.416016,6652.921875,6652.921875,229170800,11,reference,Indonesia,6929.53,10196.95,3728.98,623384.8,411572.4,908273.92,153997732.13,106541695.11,196644272.51,43.65,28.83,63.59,10.08,10.08,10.08,143921.74,143920.12,143923.81,206.6,206.6,206.6,0.98,0.73,1.36,623391.21,21.66,4258752.0,,143923.0,5.0,192.0,259465835.493022,-4.3225,1,39.844,39.844,39.844,0,0.9861,0,0.6883,1,145312493.872423,97013478.8999998,80778903.4863529,886.61,1566.37,505.86,177.36,313.34,101.19,92.12,188.15,46.2,224864.0,7085.0,0.0038,0.0254,0.0107,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,192.0,0.695,215.571,0.78,5.0,0.018,9.286,0.034,511831.0,0.185,228725.0,0.828,230759.0,0.835,1284675.0,1047226.0,3789.0,101794596.0,36.83,145085912.0,52.5,145.725,0.0009,0.78,63.43,1070.5,people tested,,,4258752.0,15410.061,143923.0,520.777,38695313.0,140.017,246880508.0,89.33,,,,
2021-12-13,6663.73877,6688.378906,6659.166992,6662.871094,6662.871094,232086300,11,reference,Indonesia,8685.61,15214.15,4178.42,623504.62,411651.54,908448.46,154021613.95,106556541.28,196675281.61,37.47,24.75,54.57,8.65,8.65,8.65,143949.4,143947.78,143951.48,185.82,185.82,185.82,1.36,0.9,2.35,623499.5,51.98,4259249.0,,143948.0,12.0,106.0,259465835.493022,-3.4864,1,39.9737,39.9737,39.9737,0,0.9835,0,0.6821,1,147102540.872423,98864428.9846153,82249318.3931725,800.72,1407.91,453.59,161.8,284.49,91.65,82.11,167.26,41.58,224864.0,7085.0,0.0033,0.0256,0.0107,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,106.0,0.384,204.857,0.741,12.0,0.043,10.286,0.037,596431.0,0.216,177759.0,0.643,230216.0,0.833,574996.0,1149758.0,4160.0,103098857.0,37.31,146875959.0,53.15,145.725,0.0009,0.83,63.43,1123.8,people tested,,,4259249.0,15411.859,143948.0,520.868,39246966.0,142.013,249974816.0,90.45,,,,
2021-12-14,6665.382813,6671.312988,6598.694824,6615.637207,6615.637207,187591100,11,reference,Indonesia,9644.61,17472.49,4495.65,623543.01,411676.9,908504.39,154031258.56,106562118.63,196686987.31,38.39,25.36,55.93,8.86,8.86,8.87,143958.27,143956.64,143960.35,192.39,192.39,192.39,1.55,0.95,2.63,623551.48,51.98,4259439.0,,143960.0,12.0,190.0,259465835.493022,-3.2778,1,40.017,40.017,40.017,0,0.9825,0,0.6807,1,147694977.872423,99481412.3461539,82834528.5383244,778.22,1360.02,444.2,157.24,274.78,89.75,81.4,162.0,40.42,224864.0,7085.0,0.0035,0.0274,0.011,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,190.0,0.688,194.714,0.705,12.0,0.043,9.571,0.035,596721.0,0.216,203892.0,0.738,219196.0,0.793,1131898.0,1141417.0,4130.0,103638318.0,37.5,147468396.0,53.36,145.725,0.0009,0.84,63.43,1125.7,people tested,,,4259439.0,15412.547,143960.0,520.911,39450858.0,142.751,251106714.0,90.86,,,,
2021-12-15,6615.724121,6662.839844,6610.452148,6626.256836,6626.256836,196016500,11,reference,Indonesia,10656.58,19683.58,4951.41,623583.88,411703.89,908563.92,154041915.14,106568085.31,196699669.03,40.87,26.99,59.53,9.44,9.43,9.44,143967.7,143966.08,143969.79,199.74,199.74,199.74,1.64,1.01,2.62,623590.46,38.98,4259644.0,,143969.0,9.0,205.0,259465835.493022,-3.0935,1,40.0602,40.0602,40.0602,0,0.9815,0,0.6793,1,148570796.872423,100098395.707692,83331303.9188852,759.76,1321.3,438.75,153.17,266.37,88.45,81.12,161.5,38.79,224864.0,7085.0,0.0038,0.0289,0.0111,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,205.0,0.742,186.286,0.674,9.0,0.033,8.571,0.031,650025.0,0.235,213858.0,0.774,209321.0,0.757,1759657.0,1230437.0,4452.0,104522156.0,37.82,148344215.0,53.68,145.725,0.0009,0.88,63.43,1123.7,people tested,,,4259644.0,15413.289,143969.0,520.944,39664716.0,143.525,252866371.0,91.5,,,,
2021-12-16,6648.288086,6661.944824,6579.36377,6594.797852,6594.797852,185929900,11,reference,Indonesia,11801.28,22822.83,5415.73,623625.68,411731.49,908624.81,154053716.42,106574476.12,196713497.87,41.8,27.61,60.89,9.65,9.65,9.65,143977.35,143975.72,143979.44,200.1,200.1,200.1,1.71,1.11,2.7,623633.77,43.31,4259857.0,,143979.0,10.0,213.0,259465835.493022,-2.935,1,40.1035,40.1035,40.1035,0,0.9804,0,0.6782,1,149432152.872423,100715379.069231,83875108.4749765,742.87,1293.16,429.34,149.67,260.54,86.5,79.24,160.3,36.58,224864.0,7085.0,0.004,0.0294,0.0111,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,213.0,0.771,185.286,0.67,10.0,0.036,8.714,0.032,679892.0,0.246,211111.0,0.764,201320.0,0.728,1577321.0,1263980.0,4574.0,105238121.0,38.08,149205571.0,53.99,145.725,0.0009,0.92,63.43,1086.5,people tested,,,4259857.0,15414.059,143979.0,520.98,39875827.0,144.288,254443692.0,92.07,,,,
2021-12-17,6584.887207,6609.044922,6559.303223,6601.932129,6601.932129,210214300,11,reference,Indonesia,13124.34,26129.34,5671.96,623666.24,411758.28,908683.89,154066840.76,106581334.35,196728545.51,40.56,26.79,59.08,9.36,9.36,9.37,143986.72,143985.09,143988.81,202.1,202.1,202.1,1.78,1.21,2.71,623664.09,30.32,4260148.0,,143986.0,7.0,291.0,259465835.493022,-2.8134,1,40.1467,40.1467,40.1467,0,0.9799,0,0.6771,1,150476081.872423,101332362.430769,84326022.9677761,725.18,1268.74,417.33,146.73,256.71,84.44,76.04,157.1,34.05,224864.0,7085.0,0.004,0.0305,0.0109,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,291.0,1.053,199.429,0.722,7.0,0.025,9.0,0.033,737655.0,0.267,214267.0,0.775,199254.0,0.721,1826346.0,1341361.0,4854.0,106020538.0,38.36,150249500.0,54.37,145.725,0.001,0.96,63.43,999.1,people tested,,,4260148.0,15415.112,143986.0,521.005,40090094.0,145.064,256270038.0,92.73,,,,
2021-12-20,6571.345215,6579.128906,6533.522949,6547.111816,6547.111816,181341400,11,reference,Indonesia,17427.22,35065.31,7044.03,623785.75,411837.22,908857.98,154114894.37,106606861.2,196782244.6,39.63,26.18,57.73,9.15,9.15,9.15,144014.31,144012.67,144016.42,198.53,198.53,198.53,1.75,1.28,2.45,623781.04,47.65,4260677.0,,144013.0,11.0,133.0,259465835.493022,-6.8513,1,40.2765,40.2765,40.2765,0,0.9776,0,0.6755,1,152002178.872423,103183312.515385,85785030.7250938,664.88,1181.01,373.86,136.2,241.94,76.59,66.34,134.99,31.18,224864.0,7085.0,0.0041,0.0327,0.0103,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,133.0,0.481,204.0,0.738,11.0,0.04,9.286,0.034,699948.0,0.253,142020.0,0.514,189002.0,0.684,486334.0,1282994.0,4642.0,107180178.0,38.78,151775597.0,54.92,145.725,0.0011,0.91,63.43,926.5,people tested,,,4260677.0,15417.026,144013.0,521.103,40569980.0,146.8,258955775.0,93.7,,,,
2021-12-21,6545.537109,6579.89209,6531.564941,6554.309082,6554.309082,186470700,11,reference,Indonesia,19399.6,37782.24,7584.89,623824.15,411862.58,908913.91,154134293.97,106616594.27,196803100.9,38.39,25.36,55.93,8.86,8.86,8.87,144023.17,144021.53,144025.28,186.82,186.82,186.82,1.76,1.29,2.37,623828.69,47.65,4260893.0,,144024.0,11.0,216.0,259465835.493022,-6.8513,1,40.3197,40.3197,40.3197,0,0.9767,0,0.676,1,152823098.872423,103800295.876923,86307257.7122364,642.97,1139.12,365.44,131.19,232.43,74.56,62.58,124.29,31.29,224864.0,7085.0,0.0041,0.0317,0.0101,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,216.0,0.782,207.714,0.752,11.0,0.04,9.143,0.033,732589.0,0.265,222546.0,0.805,191667.0,0.694,1346755.0,1313688.0,4754.0,107706013.0,38.97,152596517.0,55.22,145.725,0.0011,0.89,63.43,922.7,people tested,,,4260893.0,15417.808,144024.0,521.143,40792526.0,147.606,260302530.0,94.19,,,,
2021-12-22,6572.535156,6592.166992,6529.592773,6529.592773,6529.592773,187213900,11,reference,Indonesia,21961.38,44233.42,8166.77,623860.06,411886.3,908966.23,154156255.35,106628184.62,196825502.98,35.92,23.72,52.32,8.29,8.29,8.3,144031.47,144029.82,144033.58,182.24,182.24,182.24,1.8,1.36,2.25,623872.0,43.31,4261072.0,,144034.0,10.0,179.0,259465835.493022,-6.8513,1,40.363,40.363,40.363,0,0.9758,0,0.6766,1,153730266.872423,104417279.238462,86757593.8812312,622.71,1093.95,358.73,126.03,221.41,72.61,61.27,119.93,31.39,224864.0,7085.0,0.0039,0.0299,0.0095,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,179.0,0.648,204.0,0.738,10.0,0.036,9.286,0.034,737067.0,0.267,215395.0,0.779,191886.0,0.694,1741210.0,1311053.0,4744.0,108540055.0,39.27,153503685.0,55.54,145.725,0.0011,0.87,63.43,940.6,people tested,,,4261072.0,15418.456,144034.0,521.179,41007921.0,148.385,262043740.0,94.82,,,,
2021-12-23,6537.599121,6570.287109,6531.777832,6555.550781,6555.550781,209975800,11,reference,Indonesia,24712.13,49572.99,9312.64,623894.44,411909.0,909016.3,154180967.48,106642385.59,196851301.96,34.37,22.7,50.07,7.94,7.93,7.94,144039.4,144037.76,144041.52,179.74,179.74,179.74,1.84,1.37,2.37,623906.65,34.65,4261208.0,,144042.0,8.0,136.0,259465835.493022,-6.8513,1,40.4062,40.4062,40.4062,0,0.9749,0,0.6774,1,154720696.872423,105034262.6,87223200.3652058,606.02,1038.19,351.7,120.78,206.91,70.09,62.05,121.24,32.27,224864.0,7085.0,0.0039,0.0282,0.0092,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,136.0,0.492,193.0,0.698,8.0,0.029,9.0,0.033,755506.0,0.273,207437.0,0.751,191362.0,0.692,1707446.0,1329642.0,4811.0,109257071.0,39.53,154494115.0,55.9,145.725,0.001,0.87,63.43,991.5,people tested,,,4261208.0,15418.948,144042.0,521.208,41215358.0,149.136,263751186.0,95.44,,,,
2021-12-24,6559.088867,6583.859863,6554.97998,6562.899902,6562.899902,176357600,11,reference,Indonesia,28024.71,58272.88,10777.77,623927.26,411930.69,909064.11,154208992.19,106659926.62,196881864.45,32.83,21.68,47.81,7.58,7.58,7.58,144046.98,144045.33,144049.1,173.67,173.67,173.67,1.9,1.37,2.5,623928.31,21.66,4261412.0,,144047.0,5.0,204.0,259465835.493022,-6.8513,1,40.4495,40.4495,40.4495,0,0.9744,0,0.678,1,155641105.872423,105651245.961538,87616018.2307129,593.88,1005.3,347.49,116.24,196.76,68.01,63.39,126.05,32.64,224864.0,7085.0,0.0038,0.0262,0.0091,5.319,3.053,342.864,Asia,6.32,,,,,5.7,2.8,11188.744,64.204,,,1.04,0.718,,,IDN,71.72,Indonesia,76.1,29.3,204.0,0.738,180.571,0.653,5.0,0.018,8.714,0.032,737861.0,0.267,184552.0,0.668,187117.0,0.677,1619090.0,1300034.0,4704.0,109955752.0,39.79,155414524.0,56.24,145.725,0.001,0.91,66.2,1036.3,people tested,,,4261412.0,15419.686,144047.0,521.226,41399910.0,149.803,265370276.0,96.02,,,,
